file,paper_id,preceding,target,trailing,url,Label,location,split
1d2c4cd6798ba4eb5e8e062248a7853df4bc74ca.json,PMC6331095,"Additionally, as international trade and travel increases, the need for global surveillance is growing, as viruses do not respect national borders [12,13].","Several transnational pathogen specific viral surveillance networks exist, including NoroNet (http://www.rivm.nl/en/Topics/N/NoroNet) and GISRS [14], covering noroviruses and influenza viruses, respectively.","However, the surveillance of the vast majority of viral human pathogens is being organized at a regional or national level, with limited data sharing and cooperation.",http://www.rivm.nl/en/Topics/N/NoroNet,0,body,test
1d2c4cd6798ba4eb5e8e062248a7853df4bc74ca.json,PMC6331095,"As the single read mapping approach can be unspecific in cases where homologues regions are shared between database entries, virus hits were conservatively reported on the species level, to reduce the chance of misclassification.",The raw Illumina sequences are publicly available at the European Nucleotide Archive (ENA) (https://www.ebi.ac.uk/ena/data/view/PRJEB30546).,,https://www.ebi.ac.uk/ena/data/view/PRJEB30546,1,body,test
1d2c4cd6798ba4eb5e8e062248a7853df4bc74ca.json,PMC6331095,"Briefly, the quality assurance was done using Cutadapt [30], trimming reads with a Phred score below 20, removing adaptors and subsequent discarding reads shorter than 50 bp.","Read assignment was done using the read-alignment software MGmapper (https://cge.cbs.dtu.dk/services/MGmapper/), which is based on the BWA-MEM algorithm run with default settings (ver. 0.7.7-r441) [31,32].","Reads were mapped to a series of freely available reference databases, covering viruses, bacteria and eukaryotes (S1 Table).",https://cge.cbs.dtu.dk/services/MGmapper/,3,body,train
1d2c4cd6798ba4eb5e8e062248a7853df4bc74ca.json,PMC6331095,"Briefly, the quality assurance was done using Cutadapt [30], trimming reads with a Phred score below 20, removing adaptors and subsequent discarding reads shorter than 50 bp.","Read assignment was done using the read-alignment software MGmapper (https://cge.cbs.dtu.dk/services/MGmapper/), which is based on the BWA-MEM algorithm run with default settings (ver. 0.7.7-r441) [31,32].","Reads were mapped to a series of freely available reference databases, covering viruses, bacteria and eukaryotes (S1 Table).",https://cge.cbs.dtu.dk/services/MGmapper/,0,body,train
a5f3efe99c8dbe988fef58595e7d6d502109a190.json,PMC6479867,"By counting the appearances of each service topic keywords in terms of the number of sentences in the corpus, we can aggregate the counts at the topic level and calculate the proportion of different topics from the social media corpus.","For the sentiment analysis tool in Chinese, we also select Tencent NLP, as its algorithm was trained by hundreds of billions of entries of internet corpus data in Chinese and with successful application in other Tencent products (https://nlp.qq.com).","OpenAPI with function of Chinese batch texts automatic summarization and sentiment analysis of Tencent NLP enable us to categorize the sentences on certain topic in the social media corpus into a sentiment polarity classification (i.e., neutral, positive, and negative).",https://nlp.qq.com,0,body,test
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,Te rapid development of bioinformatics and computational sciences has provided a wide range of approaches for targets prediction of small molecules24.,"In this study, the putative targets of compounds were identifed based on the similarity ensemble approach (SEA: http://sea.bkslab.org/)25.","Te potential targets of 250 compounds were successfully predicted by the SEA, with a total of 968 protein targets.",http://sea.bkslab.org/,3,body,test
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,,"To understand what role the enriched pathways might play from a therapeutic angle, the Kyoto Encyclopedia of Genes and Genomes26 (KEGG; http://www.genome.jp/kegg/pathway.html) was used to identify the diseases with which each pathway might be involved.","Since each pathway might participate in various bioprocesses in vivo, it is also possible that each pathway could be relevant to multi-diseases, and that each disease might be contributed to by multi-pathways.",http://www.genome.jp/kegg/pathway.html,1,body,train
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,"YPF decoction is composed of Astragali Radix (Huang qi in Chinese, AR), Atractylodis Macrocephalae Rhizoma (Bai zhu in Chinese, AMR), and Saposhnikoviae Radix (Fang feng in Chinese, SR).","First, the compound information of AR, AMR, and SR were collected from chemical databases, including the traditional Chinese medicines integrated database (TCMID, http://www.megabionet.org/tcmid/, which contains information from the TCM@Taiwan, traditional Chinese medicine information database (TCM-ID), herbal ingredients’ targets (HIT; accessed in May 2016) database, traditional Chinese medicine systems pharmacology (TCMSP; http://lsp.nwsuaf.edu.cn/tcmsp.php; accessed in May 2016) database, the cardiovascular disease herbal database (CVDHD, http://pkuxxj.pku.edu.cn/CVDHD/; accessed in May 2016), and the Chinese Academy of Sciences chemistry database (http://www.organchem.csdb.cn/scdb/; accessed in May 2016).",Literature mining also supplemented the information from these databases.,http://www.megabionet.org/tcmid/ | http://www.organchem.csdb.cn/scdb/ |,1,body,train
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,"The common amino acids and compounds with high molecular weight, such as polysaccharides, were not included in this study.",The names of compounds were standardised through SciFinder (https://scifinder.cas.org) according to the Chemical Abstracts Service (CAS) number.,"Additionally, these compounds’ PubChem CIDs were obtained from PubChem (https://pubchem.ncbi.nlm.nih.gov/) based on chemical names or structures.",https://scifinder.cas.org,3,body,test
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,The names of compounds were standardised through SciFinder (https://scifinder.cas.org) according to the Chemical Abstracts Service (CAS) number.,"Additionally, these compounds’ PubChem CIDs were obtained from PubChem (https://pubchem.ncbi.nlm.nih.gov/) based on chemical names or structures.",,https://pubchem.ncbi.nlm.nih.gov/,1,body,test
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,,"The protein targets of compounds from YPF decoction were predicted by similarity ensemble approach (SEA: http://sea.bkslab.org/)25, which is a chemical similarity searching-based prediction method recognised worldwide for its accuracy77,78.","Tough the SEA method is capable of accounting only ~2,800 potential active proteins as alternative binding targets, the scale is consistent with the recent recognition of the druggable genome (~3000)79–81.",http://sea.bkslab.org/,3,body,test
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,"Then, enrichment analysis is used to acquire target-pathway interactions which are essential for the further network construction and analysis.",The targets were further enriched to KEGG pathways to create the targets– pathways relationship using the online tool STRING82 (http://string-db.org/).,The enriched KEGG pathways with false rate discovery (FDR)<0.01 were used in the subsequent research.,http://string-db.org/,3,body,test
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,The enriched KEGG pathways with false rate discovery (FDR)<0.01 were used in the subsequent research.,"The Kyoto Encyclopedia of Genes and Genomes26 (KEGG; http://www.genome.jp/kegg/pathway.html) was used to identify the diseases with which each pathway might be involved, the disease category information was used to represent the disease.",,http://www.genome.jp/kegg/pathway.html,1,body,train
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,,"The source data for analysis in this work are available in PubChem [https://pubchem.ncbi.nlm.nih.gov/], SEA [http://sea.bkslab.org/], KEGG [http://www.genome.jp/kegg/pathway.html]. Drugbank [https://www.drugbank.ca/], Drug Central [http://drugcentral.org/].",The datasets generated during and/or analysed during the current study are available from the corresponding author on reasonable request.,https://pubchem.ncbi.nlm.nih.gov/ | http://sea.bkslab.org/ | http://www.genome.jp/kegg/pathway.html | https://www.drugbank.ca/ | http://drugcentral.org/,1,body,test
1c5b9b791b402f44f6229f9d420d6a10dc173d39.json,PMC6065326,,Supplementary information accompanies this paper at https://doi.org/10.1038/s41598-018-29764-1.,,https://doi.org/10.1038/s41598-018-29764-1,0,body,test
0a124d3aa26def70b2db71f68c89dfe1996daf3e.json,PMC6232797,,"Nucleotide sequences of the single-stranded (ss) RNA genomes of coronavirus, picornavirus, and HIV (reference strains and unclassified species) were downloaded from the ViralZone database (http://viralzone.expasy.org/) [7, 8].","Flaviviridae were selected and classified according to [9, 10] (Berkhout and van Hemert, unpublished results).",http://viralzone.expasy.org/,1,body,test
0a124d3aa26def70b2db71f68c89dfe1996daf3e.json,PMC6232797,The tree with the highest log likelihood is shown.,Randomization of the rubella virus RNA genome (10 consecutive cycles to ensure complete nucleotide randomization) was performed by means of the BioWeb server (http://www.cellbiol.com/scripts/randomizer/dna_protein_sequence_randomizer.php).,All calculations were performed in Excel.,http://www.cellbiol.com/scripts/randomizer/dna_protein_sequence_randomizer.php,3,body,train
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,,N-glycosylation sites were predicted by services available on http://www.cbs.dtu.dk/services/NetNGlyc.,The potential phosphorylation sites were determined by using website http://www.cbs.dtu.dk/services/NetPhos.,http://www.cbs.dtu.dk/services/NetNGlyc,3,body,test
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,N-glycosylation sites were predicted by services available on http://www.cbs.dtu.dk/services/NetNGlyc.,The potential phosphorylation sites were determined by using website http://www.cbs.dtu.dk/services/NetPhos.,,http://www.cbs.dtu.dk/services/NetPhos,3,body,test
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,The potential phosphorylation sites were determined by using website http://www.cbs.dtu.dk/services/NetPhos.,Leucine-rich repeat regions were determined by LRRfinder available at http://www.lrrfinder.com/result.php.,,http://www.lrrfinder.com/result.php,3,body,test
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,Leucine-rich repeat regions were determined by LRRfinder available at http://www.lrrfinder.com/result.php.,Antigenic determinants were predicted with the maximum score with the high confidence for positive determinant motif in the amino acid sequence with the help of server http://mobyle.pasteur.fr.,The primary structures of the spike glycoprotein were predicted by http://expasy.org/tools.,http://mobyle.pasteur.fr,3,body,test
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,Antigenic determinants were predicted with the maximum score with the high confidence for positive determinant motif in the amino acid sequence with the help of server http://mobyle.pasteur.fr.,The primary structures of the spike glycoprotein were predicted by http://expasy.org/tools.,,http://expasy.org/tools,3,body,test
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,The primary structures of the spike glycoprotein were predicted by http://expasy.org/tools.,Palmitoylation sites were predicted with the medium threshold frequency by using services at http://csspalm.biocuckoo.org/prediction.php.,"The secondary structures (alpha helices, beta strands and random coils) of the protein were predicted by using bioinformatics tools available on website http://npsa-pbil.ibcp.fr.",http://csspalm.biocuckoo.org/prediction.php,3,body,test
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,Palmitoylation sites were predicted with the medium threshold frequency by using services at http://csspalm.biocuckoo.org/prediction.php.,"The secondary structures (alpha helices, beta strands and random coils) of the protein were predicted by using bioinformatics tools available on website http://npsa-pbil.ibcp.fr.",,http://npsa-pbil.ibcp.fr,3,body,train
1f28ddf08dc9bb5b9b4c291f15d3d42ecdf9cde4.json,PMC3502414,"The secondary structures (alpha helices, beta strands and random coils) of the protein were predicted by using bioinformatics tools available on website http://npsa-pbil.ibcp.fr.","The method of GOR4 http://npsa-pbil.ibcp.fr/cgi-bin/npsa_automat.pl?page=npsa_gor4.html was used to identify the alpha helices, beta strands and coil residues.","At least minimum three or more turns were taken in account for one helix, strand or coil in the structure of spike glycoprotein.",http://npsa-pbil.ibcp.fr/cgi-bin/npsa_automat.pl?page=npsa_gor4.html,3,body,test
0a3ef8eca5d6cd4d7a0fef83335cc02a2347492c.json,PMC4193741,,"This research was supported by the National Research Foundation of Korea (NRF) grant (No. 20110016235) and by the Intelligent Synthetic Biology Center of Global Frontier Project (Grant no. 2011-0031955) funded by the Ministry of Science, ICT and Future Planning (MSIP)(http://www.msip.go.kr).","The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",http://www.msip.go.kr,0,body,test
0bca841af11fa978a07f916ec43b34d7c88b71c1.json,PMC4456360,"For this reason, no approval by a Research Ethics Committee applies.","The samples were obtained from the Nantes University Hospital Center for Biological Resources (http://relib.fr), under the Cancerology program approved by the ministry of research (approval DC-2011- 1399).",Tissue banking and research conduct of the formalin-fixed human tissues were approved by the ministry of research (approval AC-2010-1129) and by the regional Institutional Review Board Comité de Protection de Personnes (CPP) 5—Sud Est (regional board).,http://relib.fr,0,body,train
0bca841af11fa978a07f916ec43b34d7c88b71c1.json,PMC4456360,"The specificity of recombinant PVL was assayed on the Mammalian Printed Array version 5.1 with 610 glycans, mostly from mammalian origin.","The rPVL concentration was varying from 0.2 mg ml-1 to 0.2 μg ml-1 and the four datasets are available from the CFG site with primscreen_codes 5693, 5695, 5696 and 4697 (http://www.functionalglycomics.org).",The fluorescence signal was excellent and the lowest concentration was sufficient for the determination of the strong preference for oligosaccharides carrying a GlcNAc at their non-reducing end (Fig 2).,http://www.functionalglycomics.org,1,body,train
0bca841af11fa978a07f916ec43b34d7c88b71c1.json,PMC4456360,Peaks indicated by a * correspond to minor labeling of sialic-acid terminated oligosaccharides.,The full list of oligosaccharides with fluorescence intensities is available from CFG web site (http://www.functionalglycomics.org).,,http://www.functionalglycomics.org,1,body,test
0a124d3aa26def70b2db71f68c89dfe1996daf3e.json,PMC6232797,,"Nucleotide sequences of the single-stranded (ss) RNA genomes of coronavirus, picornavirus, and HIV (reference strains and unclassified species) were downloaded from the ViralZone database (http://viralzone.expasy.org/) [7, 8].","Flaviviridae were selected and classified according to [9, 10] (Berkhout and van Hemert, unpublished results).",http://viralzone.expasy.org/,1,body,test
0a124d3aa26def70b2db71f68c89dfe1996daf3e.json,PMC6232797,The tree with the highest log likelihood is shown.,Randomization of the rubella virus RNA genome (10 consecutive cycles to ensure complete nucleotide randomization) was performed by means of the BioWeb server (http://www.cellbiol.com/scripts/randomizer/dna_protein_sequence_randomizer.php).,All calculations were performed in Excel.,http://www.cellbiol.com/scripts/randomizer/dna_protein_sequence_randomizer.php),3,body,train
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,"As well as providing data to confirm a previously suspected hypothesis, these findings provide more support to the current plans to mitigate infections with MERS coronavirus in the Arabian Peninsula by focusing control efforts on camels. DOI: https://doi.org/10.7554/eLife.31257.002",,https://doi.org/10.7554/eLife.31257.002,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 1. XML to run structured coalescent analysis and output files. https://doi.org/10.7554/eLife.31257.009,,https://doi.org/10.7554/eLife.31257.009,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 2. XML to run structured coalescent analysis with a relaxed prior and output file. DOI: https://doi.org/10.7554/eLife.31257.010,,https://doi.org/10.7554/eLife.31257.010,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 3. XML to run discrete trait analysis (DTA) and output files. DOI: https://doi.org/10.7554/eLife.31257.011,,https://doi.org/10.7554/eLife.31257.011,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 4. XML to run structured coalescent analysis with equal deme sizes between humans and camels and output files. DOI: https://doi.org/10.7554/eLife.31257.012,,https://doi.org/10.7554/eLife.31257.012,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 5. Maximum likelihood phylogeny. DOI: https://doi.org/10.7554/eLife.31257.013,,https://doi.org/10.7554/eLife.31257.013,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 1. Evolutionary history of MERS-CoV partitioned between camels and humans.,DOI: https://doi.org/10.7554/eLife.31257.004,,https://doi.org/10.7554/eLife.31257.004,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 2. Posterior backwards migration rate estimates for two choices of prior.,DOI: https://doi.org/10.7554/eLife.31257.005,,https://doi.org/10.7554/eLife.31257.005,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 3. Maximum clade credibility (MCC) tree with ancestral state reconstruction according to a discrete trait model.,DOI: https://doi.org/10.7554/eLife.31257.006,,https://doi.org/10.7554/eLife.31257.006,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 4. Maximum clade credibility (MCC) tree of structured coalescent model with enforced equal coalescence rates.,DOI: https://doi.org/10.7554/eLife.31257.007,,https://doi.org/10.7554/eLife.31257.007,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 5. Maximum likelihood (ML) tree of MERS-CoV genomes coloured by origin of sequence.,DOI: https://doi.org/10.7554/eLife.31257.008,,https://doi.org/10.7554/eLife.31257.008,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 1. MCMC samples from seasonality inference analysis. DOI: https://doi.org/10.7554/eLife.31257.015,,https://doi.org/10.7554/eLife.31257.015,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,"Monte Carlo simulations indicate R0 for MERS-CoV in humans is likely to be below 1.0, with numbers of zoonotic transmissions numbering in the hundreds. DOI: https://doi.org/10.7554/eLife.31257.016",,https://doi.org/10.7554/eLife.31257.016,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 1. Monte Carlo simulations of human transmission clusters.,DOI: https://doi.org/10.7554/eLife.31257.017,,https://doi.org/10.7554/eLife.31257.017,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 2. Monte Carlo simulation schematic.,DOI: https://doi.org/10.7554/eLife.31257.018,,https://doi.org/10.7554/eLife.31257.018,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 3. Results of Monte Carlo simulations with vast underestimation of cases.,DOI: https://doi.org/10.7554/eLife.31257.019,,https://doi.org/10.7554/eLife.31257.019,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 4. Boxplots of matching simulated case and sequence cluster distributions.,DOI: https://doi.org/10.7554/eLife.31257.020,,https://doi.org/10.7554/eLife.31257.020,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 5. Quantile-quantile (Q-Q) plot of empirical and simulated sequence cluster sizes.,DOI: https://doi.org/10.7554/eLife.31257.021,,https://doi.org/10.7554/eLife.31257.021,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 6. Numbers of epidemiological simulations conforming to empirical observations.,DOI: https://doi.org/10.7554/eLife.31257.022,,https://doi.org/10.7554/eLife.31257.022,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Human clusters exhibit limited diversity and corresponding low levels of incongruence within an introduction cluster. DOI: https://doi.org/10.7554/eLife.31257.023,,https://doi.org/10.7554/eLife.31257.023,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 1. XML to run structured coalescent analysis on bisected alignment with output files. DOI: https://doi.org/10.7554/eLife.31257.027,,https://doi.org/10.7554/eLife.31257.027,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 2. Output from PHI and 3Seq recombination analyses. DOI: https://doi.org/10.7554/eLife.31257.028,,https://doi.org/10.7554/eLife.31257.028,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 3. Output from ClonalFrameML analysis. DOI: https://doi.org/10.7554/eLife.31257.029,,https://doi.org/10.7554/eLife.31257.029,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 1. Tests of recombination across MERS-CoV clades.,DOI: https://doi.org/10.7554/eLife.31257.024,,https://doi.org/10.7554/eLife.31257.024,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 2. MERS-CoV genomes exhibit high numbers of non-clonal loci.,DOI: https://doi.org/10.7554/eLife.31257.025,,https://doi.org/10.7554/eLife.31257.025,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 3. Human clade sharing between genomic fragments 1 and 2.,DOI: https://doi.org/10.7554/eLife.31257.026,,https://doi.org/10.7554/eLife.31257.026,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 1. XML to run skygrid analysis on camel-like sequence data and output files. DOI: https://doi.org/10.7554/eLife.31257.032,,https://doi.org/10.7554/eLife.31257.032,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,Figure supplement 1. Skygrid comparison between whole and fragmented genomes.,DOI: https://doi.org/10.7554/eLife.31257.031,,https://doi.org/10.7554/eLife.31257.031,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Midline tracks the inferred median of Net. DOI: https://doi.org/10.7554/eLife.31257.030,,https://doi.org/10.7554/eLife.31257.030,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,"Sequence data and all analytical code is publicly available at https://github.com/blab/mers-structure (Dudas, 2017).",A copy is archived at https://github.com/elifesciences-publications/mers-structure,,https://github.com/elifesciences-publications/mers-structure,5,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Decision letter https://doi.org/10.7554/eLife.31257.037,,https://doi.org/10.7554/eLife.31257.037,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Source data 1. MERS-CoV sequences used in the study. DOI: https://doi.org/10.7554/eLife.31257.033,,https://doi.org/10.7554/eLife.31257.033,2,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,"Supplementary file 1. Strain names, accessions (where available), identified host and reported collection dates for MERS-CoV genomes used in this study https://doi.org/10.7554/eLife.31257.034.",,https://doi.org/10.7554/eLife.31257.034,0,body,test
0e8f07d17aaa0e83209868716d79a4527952c0ba.json,PMC5777824,,Transparent reporting form DOI: https://doi.org/10.7554/eLife.31257.035,,https://doi.org/10.7554/eLife.31257.035,0,body,test
0bca841af11fa978a07f916ec43b34d7c88b71c1.json,PMC4456360,Peaks indicated by a * correspond to minor labeling of sialic-acid terminated oligosaccharides.,The full list of oligosaccharides with fluorescence intensities is available from CFG web site (http://www.functionalglycomics.org).,,http://www.functionalglycomics.org,1,body,test
0bca841af11fa978a07f916ec43b34d7c88b71c1.json,PMC4456360,,"Glycosyltransferases expression levels were extracted from a transcriptome analysis of 27 lung adenocarinoma and adjacent normal tissues, available in the NCBI database (Su L et al., BMC Genomics 2007; GEO accession: GSE 7670), thanks to the BioGPS programme (http://biogps.org). A) Summary of the glycosyltransferase expression trends in tumor versus normal tissues.",A 2-sided paired t-Test was used to check for statistical difference between the normal and cancer tissue expression (note that the given p-values have not been corrected for multiple testing). B) Raw data.,http://biogps.org,1,body,train
